plot,panel,series,source,row,x_column,y_column,x,y
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,44,gt_x_m,gt_y_m,0.5576360105527178,0.3179803332210183
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,45,gt_x_m,gt_y_m,0.5382098064619685,0.32877410027277615
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,46,gt_x_m,gt_y_m,0.5222787762350066,0.33762527536521664
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,47,gt_x_m,gt_y_m,0.5065769173759719,0.34634848419454745
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,48,gt_x_m,gt_y_m,0.5016369512230758,0.3490925556417016
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,49,gt_x_m,gt_y_m,0.5001014206959432,0.34994518722705825
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,50,gt_x_m,gt_y_m,0.4995331172376182,0.34941064384329956
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,51,gt_x_m,gt_y_m,0.4963127801119086,0.34571177300936945
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,52,gt_x_m,gt_y_m,0.48868297206380457,0.33694587155581024
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,53,gt_x_m,gt_y_m,0.47600644863403874,0.32237743720843887
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,54,gt_x_m,gt_y_m,0.45850397816884875,0.3022586849921105
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,55,gt_x_m,gt_y_m,0.4370642044552503,0.2776106608475572
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,56,gt_x_m,gt_y_m,0.4130537961568043,0.25000468942459125
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,57,gt_x_m,gt_y_m,0.38812778668120845,0.221344070473417
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,58,gt_x_m,gt_y_m,0.36404002643029776,0.1936459449041172
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,59,gt_x_m,gt_y_m,0.34245368928445497,0.16882326493105435
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,60,gt_x_m,gt_y_m,0.3247517935694276,0.14846681827353692
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,61,gt_x_m,gt_y_m,0.3073052273024551,0.1284033406910493
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,62,gt_x_m,gt_y_m,0.30181671485918865,0.12209123715980623
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,63,gt_x_m,gt_y_m,0.30011101976552834,0.12012926459376774
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,64,gt_x_m,gt_y_m,0.30007839546185117,0.12000219237351259
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,65,gt_x_m,gt_y_m,0.3028162050076677,0.11780438226465578
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,66,gt_x_m,gt_y_m,0.3128017290806542,0.10979913288460967
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,67,gt_x_m,gt_y_m,0.3388674934916923,0.08892486046003133
